timestamp_s,config_index,generation,status,perf_ms,compile_time_s,config
0.57,1,0,started,,0.10,"Config(atomic_indexing=[], block_sizes=[32, 32], indexing=['pointer', 'pointer', 'pointer', 'pointer'], l2_groupings=[1], load_eviction_policies=['', '', ''], loop_orders=[[0, 1]], num_stages=1, num_warps=4, pid_type='flat', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
5.36,2,0,ok,0.536464,0.10,"Config(atomic_indexing=[], block_sizes=[32, 32], indexing=['pointer', 'pointer', 'pointer', 'pointer'], l2_groupings=[1], load_eviction_policies=['', '', ''], loop_orders=[[0, 1]], num_stages=1, num_warps=4, pid_type='flat', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
5.36,3,0,started,,0.40,"Config(atomic_indexing=[], block_sizes=[32, 512], indexing=['pointer', 'block_ptr', 'pointer', 'block_ptr'], l2_groupings=[1], load_eviction_policies=['', '', ''], loop_orders=[[1, 0]], num_sm_multiplier=1, num_stages=1, num_warps=4, pid_type='persistent_blocked', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
5.58,4,0,ok,0.404480,0.40,"Config(atomic_indexing=[], block_sizes=[32, 512], indexing=['pointer', 'block_ptr', 'pointer', 'block_ptr'], l2_groupings=[1], load_eviction_policies=['', '', ''], loop_orders=[[1, 0]], num_sm_multiplier=1, num_stages=1, num_warps=4, pid_type='persistent_blocked', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
36.48,5,1,started,,0.42,"Config(atomic_indexing=[], block_sizes=[32, 256], indexing=['pointer', 'block_ptr', 'pointer', 'block_ptr'], l2_groupings=[1], load_eviction_policies=['', '', ''], loop_orders=[[0, 1]], num_sm_multiplier=1, num_stages=1, num_warps=2, pid_type='persistent_blocked', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
36.55,6,1,ok,0.427008,0.42,"Config(atomic_indexing=[], block_sizes=[32, 256], indexing=['pointer', 'block_ptr', 'pointer', 'block_ptr'], l2_groupings=[1], load_eviction_policies=['', '', ''], loop_orders=[[0, 1]], num_sm_multiplier=1, num_stages=1, num_warps=2, pid_type='persistent_blocked', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
36.55,7,1,started,,24.19,"Config(atomic_indexing=[], block_sizes=[32, 2048], indexing=['pointer', 'block_ptr', 'pointer', 'block_ptr'], l2_groupings=[1], load_eviction_policies=['first', '', ''], loop_orders=[[1, 0]], num_sm_multiplier=1, num_stages=1, num_warps=2, pid_type='persistent_blocked', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
36.67,8,1,ok,5.576624,24.19,"Config(atomic_indexing=[], block_sizes=[32, 2048], indexing=['pointer', 'block_ptr', 'pointer', 'block_ptr'], l2_groupings=[1], load_eviction_policies=['first', '', ''], loop_orders=[[1, 0]], num_sm_multiplier=1, num_stages=1, num_warps=2, pid_type='persistent_blocked', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
36.67,9,1,started,,0.24,"Config(atomic_indexing=[], block_sizes=[32, 128], indexing=['pointer', 'block_ptr', 'pointer', 'block_ptr'], l2_groupings=[1], load_eviction_policies=['', '', ''], loop_orders=[[1, 0]], num_sm_multiplier=1, num_stages=1, num_warps=16, pid_type='persistent_interleaved', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
36.73,10,1,ok,0.413696,0.24,"Config(atomic_indexing=[], block_sizes=[32, 128], indexing=['pointer', 'block_ptr', 'pointer', 'block_ptr'], l2_groupings=[1], load_eviction_policies=['', '', ''], loop_orders=[[1, 0]], num_sm_multiplier=1, num_stages=1, num_warps=16, pid_type='persistent_interleaved', range_flattens=[None], range_multi_buffers=[None], range_num_stages=[0], range_unroll_factors=[0], range_warp_specializes=[])"
